"","group","date","dist.ML","dist.Min","dist.Max","sampling.time","speed.ML","speed.Min","speed.Max"
"42","aa",2013-12-09,2275.92411961246,2185.05443984755,2367.69778730058,45000,0.0505760915469435,0.0485567653299456,0.0526155063844574
"43","aa",2013-12-10,2717.06672389375,2528.36478819537,2909.06234681905,45000,0.0603792605309723,0.0561858841821194,0.0646458299293122
"44","aa",2013-12-11,3159.73023269203,2926.47947275232,3397.31419415233,45000,0.0702162273931562,0.0650328771722739,0.0754958709811628
"45","aa",2013-12-12,2763.02043559489,2618.64849352814,2909.27858047446,45000,0.061400454124331,0.0581921887450697,0.0646506351216548
"46","aa",2013-12-13,3190.48710233813,2997.8325781553,3386.05734404573,45000,0.0708997133852917,0.0666185017367845,0.0752457187565717
"47","aa",2013-12-14,2806.86328479622,2636.09437558241,2980.23654326202,45000,0.0623747396621383,0.0585798750129424,0.0662274787391561
"48","aa",2013-12-15,2445.54117275323,2320.27151028537,2572.41479852236,45000,0.0543453593945163,0.0515615891174526,0.0571647733004969
"49","aa",2013-12-16,2484.34776795318,2368.19536820831,2601.85586850397,45000,0.0552077281767373,0.0526265637379624,0.0578190193000883
"50","aa",2013-12-17,2672.18497871596,2525.06401582397,2821.33289783456,45000,0.0593818884159103,0.0561125336849771,0.0626962866185458
"51","aa",2013-12-18,2679.3816260841,2525.69532819153,2835.27537471434,45000,0.05954181391298,0.0561265628487006,0.0630061194380964
"52","aa",2013-12-19,2472.50492724215,2289.60883817705,2658.80592020081,45000,0.0549445539387143,0.0508801964039344,0.0590845760044625
"53","aa",2013-12-20,2724.03451356102,2581.68858009057,2868.24032702805,45000,0.060534100301356,0.057370857335346,0.0637386739339566
"54","aa",2013-12-21,2074.20884536833,1989.15591049964,2160.13102019901,45000,0.046093529897074,0.0442034646777697,0.0480029115599781
"55","aa",2013-12-31,2747.54074030181,2321.12326789194,3191.09015837413,45000,0.0610564608955958,0.0515805170642654,0.0709131146305362
"56","aa",2014-01-01,1782.82443599965,1685.02981939929,1881.96137657752,45000,0.0396183207999923,0.037445107097762,0.0418213639239449
"57","aa",2014-01-02,2756.38465092273,2540.70154887419,2976.32083237786,45000,0.0612529922427274,0.0564600344194265,0.0661404629417302
"58","aa",2014-01-04,2805.82374026156,2661.75360521621,2951.74306132501,45000,0.0623516386724792,0.0591500801159159,0.065594290251667
"59","aa",2014-01-05,3491.18195629357,3338.24998578691,3645.78494106781,45000,0.0775818212509683,0.0741833330174869,0.0810174431348403
"60","aa",2014-01-06,2544.74959541993,2330.21674289133,2763.84895529883,45000,0.0565499910093318,0.0517825942864741,0.0614188656733073
"61","aa",2014-01-07,3049.35776657607,2932.30787104131,3167.52666034851,45000,0.0677635059239127,0.0651623971342513,0.0703894813410779
"62","aa",2014-01-08,2899.969666648,2738.56664406001,3063.62106029931,45000,0.0644437703699556,0.0608570365346669,0.0680804680066512
"63","aa",2014-01-09,2285.41404459077,2131.6844185411,2441.7407875571,45000,0.0507869787686837,0.0473707648564688,0.0542609063901579
"64","aa",2014-01-10,2543.78237142251,2369.24283876065,2721.33093662096,45000,0.0565284971427225,0.0526498408613477,0.060474020813799
"65","aa",2014-01-11,2845.79392799278,2669.825902106,3024.49027629629,45000,0.0632398650665062,0.0593294644912445,0.0672108950288064
"66","aa",2014-01-12,2724.22177446565,2561.93065781999,2888.93551807495,45000,0.0605382616547921,0.0569317923959999,0.0641985670683323
"67","aa",2014-01-13,2533.20103225802,2345.73596660393,2724.15756878505,45000,0.0562933562724004,0.0521274659245317,0.0605368348618899
"68","aa",2014-01-14,3223.40540874517,2700.77246546943,3768.03394938449,45000,0.0716312313054483,0.0600171658993207,0.0837340877640999
"69","aa",2014-01-15,2969.89421954426,2763.05162179301,3180.35753695696,45000,0.0659976493232057,0.0614011471509557,0.070674611932377
"70","aa",2014-01-16,1793.85892496393,1694.55010958144,1894.543643068,45000,0.0398635316658652,0.0376566691018098,0.0421009698459555
"71","aa",2014-01-17,2576.77836210358,2306.06691725903,2854.71975100754,45000,0.0572617413800796,0.0512459314946451,0.0634382166890564
"72","aa",2014-01-18,2920.9584322097,2783.78697043773,3059.73812244173,45000,0.0649101873824378,0.0618619326763941,0.067994180498705
"73","aa",2014-01-21,4346.07310952005,4038.48886997945,4659.13049060614,45000,0.096579402433779,0.0897441971106545,0.103536233124581
"74","aa",2014-01-22,2459.85288293994,2359.35507575482,2561.37398159813,45000,0.0546633973986653,0.0524301127945516,0.0569194218132917
"75","aa",2014-01-23,2551.28942939912,2397.68255134914,2707.21414415724,45000,0.0566953206533138,0.0532818344744252,0.0601603143146053
"76","aa",2014-01-24,2561.91714403799,2420.70177076255,2705.080427143,43200,0.0593036375934721,0.056034763212096,0.0626176024801619
"77","aa",2014-01-25,2988.18089941481,2839.73265259265,3138.47172986913,45000,0.0664040199869958,0.0631051700576144,0.069743816219314
"78","aa",2014-02-01,1998.37784034698,1858.99287457678,2140.20637048663,45000,0.0444083964521551,0.0413109527683729,0.0475601415663696
"79","aa",2014-02-02,2483.19203486844,2278.66342650891,2691.97145550787,45000,0.0551820452192987,0.0506369650335313,0.0598215879001748
"80","aa",2014-02-03,2680.18486923091,2493.65547497816,2869.97697740033,45000,0.0595596637606869,0.0554145661106258,0.0637772661644519
"81","aa",2014-02-04,1927.64371031043,1830.58817938343,2025.92042696568,45000,0.0428365268957874,0.0406797373196319,0.0450204539325708
"82","aa",2014-02-05,2919.86019734989,2685.0068123413,3159.47724079243,45000,0.0648857821633308,0.0596668180520289,0.0702106053509429
"83","aa",2014-02-06,2277.21424637988,2171.47488364837,2384.17921181894,45000,0.050604761030664,0.0482549974144083,0.0529817602626431
"84","aa",2014-02-07,2313.05878715365,2201.86769411213,2425.58474347271,45000,0.0514013063811922,0.0489303932024919,0.0539018831882825
"85","aa",2014-02-08,1586.90033524799,1396.94608938567,1782.66408520863,45000,0.0352644518943998,0.0310432464307927,0.0396147574490806
"86","aa",2014-02-09,2280.60758448953,2183.76620442637,2378.47429276344,45000,0.0506801685442117,0.0485281378761415,0.0528549842836319
"87","aa",2014-02-10,2270.51107807252,2142.30585105101,2400.52860049845,45000,0.0504558017349448,0.0476067966900224,0.0533450800110766
"88","aa",2014-02-11,2542.47136320254,2371.21059120229,2716.62956827201,45000,0.0564993636267231,0.0526935686933842,0.0603695459616002
"89","aa",2014-02-12,962.041090240982,904.229697763311,1020.72312475648,45000,0.021378690894244,0.0200939932836291,0.0226827361056994
"90","aa",2014-02-13,2388.10790085849,2129.84470801471,2653.47872112463,45000,0.0530690644635221,0.0473298824003268,0.0589661938027695
"91","aa",2014-02-14,2429.63810795541,2227.23568548457,2636.29645065283,45000,0.0539919579545647,0.0494941263441016,0.0585843655700629
"92","aa",2014-02-15,2203.60443362522,2022.03911975062,2388.94468961278,45000,0.0489689874138938,0.0449342026611249,0.0530876597691728
"93","aa",2014-02-16,2103.83001158996,1988.02444310056,2221.23075595615,45000,0.0467517780353324,0.0441783209577903,0.0493606834656923
"94","aa",2014-02-18,2169.04200173342,2046.56300193801,2293.25239845618,45000,0.0482009333718539,0.0454791778208446,0.0509611644101374
"95","aa",2014-02-19,1505.39535885977,1341.04285108751,1674.31567922944,45000,0.0334532301968838,0.0298009522463891,0.0372070150939875
"96","aa",2014-02-20,2628.27478405847,2394.3040553207,2867.51236089268,45000,0.0584061063124105,0.0532067567849044,0.0637224969087263
"97","aa",2014-02-21,1883.17727576306,1378.68220284773,2424.47337221537,45000,0.0418483839058457,0.0306373822855051,0.0538771860492304
"98","aa",2014-05-24,631.449238750676,515.315827952363,753.175943522238,46800,0.0134925051015102,0.0110110219647941,0.0160935030667145
"99","aa",2014-05-25,1263.79913914849,1179.63240902559,1349.37339486026,39600,0.0319141196754669,0.0297886971976159,0.0340750857287945
"100","aa",2014-06-14,3480.11676000078,3301.66831952244,3660.85246256857,46800,0.074361469230786,0.0705484683658641,0.0782233432172771
"101","aa",2014-06-22,2310.86219727858,2203.24922449253,2419.7261550985,46800,0.0493773973777475,0.0470779748823191,0.0517035503226176
"102","aa",2014-06-23,2374.10207255773,2209.14873163908,2541.93583952999,41400,0.0573454606898002,0.053361080474374,0.0613994164137678
"103","aa",2014-07-08,2477.39471412547,2307.76711862213,2649.94039494829,39600,0.062560472578926,0.0582769474399527,0.0669176867411185
"104","aa",2014-07-09,1534.0650612844,1419.42733252426,1650.85927386661,39600,0.038739016699101,0.0358441245586936,0.041688365501682
"105","aa",2014-07-10,2059.16081883601,1965.146273878,2154.24659687456,46800,0.0439991627956413,0.0419903049973931,0.0460309101896273
"106","aa",2014-08-10,2165.99727237793,2063.09172274854,2270.12359058597,45000,0.0481332727195095,0.0458464827277453,0.0504471909019105
"107","aa",2014-08-11,2282.38802359795,1897.62363992742,2684.0322812134,46800,0.0487689748632041,0.0405475136736629,0.0573511171199445
"108","aa",2014-08-12,2289.36676106172,2141.86745062915,2439.2507711653,45000,0.0508748169124827,0.0475970544584256,0.0542055726925622
"109","aa",2014-08-13,2505.11751335109,2363.34757960883,2648.8960657691,45000,0.0556692780744686,0.0525188351024184,0.0588643570170911
"110","aa",2014-08-14,1855.1990058078,1717.17221754475,1995.81059418112,46800,0.0396410043976026,0.0366917140501016,0.0426455255166906
"111","aa",2014-09-02,2126.11321344967,2053.42536230868,2199.41926473855,45000,0.0472469602988816,0.0456316747179707,0.0488759836608567
"112","aa",2014-09-03,2269.80259541875,2140.32171773538,2401.13290500858,45000,0.0504400576759721,0.0475627048385641,0.0533585090001907
"113","aa",2014-09-04,2890.76769478724,2727.57097246973,3056.27089571082,43200,0.0669159188608157,0.0631382169553179,0.0707470114747876
"114","aa",2014-09-05,2026.18135857453,1905.6380026211,2148.52167028768,45000,0.0450262524127673,0.0423475111693577,0.0477449260063928
"115","aa",2014-09-06,2388.90929395244,2203.37063636444,2578.0787419992,43200,0.0552988262488992,0.0510039499158435,0.0596777486573889
"116","aa",2014-09-07,2287.86785439643,2196.05714350485,2380.59660784327,45000,0.0508415078754762,0.0488012698556633,0.0529021468409615
"117","aa",2014-09-08,2242.01238163367,2117.09911225515,2368.66755672138,45000,0.0498224973696371,0.0470466469390034,0.0526370568160306
"118","aa",2014-09-09,2040.17181568422,1935.15230053613,2146.54272657377,46800,0.0435934148650475,0.0413494081311138,0.0458662975763626
"119","aa",2014-09-10,2618.55847402797,2473.3693809122,2765.76229795178,43200,0.0606147794913881,0.0572539208544491,0.0640222754155504
"120","aa",2014-09-11,2802.77779489919,2609.27404703421,2999.63865337045,45000,0.0622839509977598,0.0579838677118714,0.0666586367415656
"121","aa",2014-09-12,1974.9775423208,1786.72520741695,2167.77670051566,43200,0.0457170727389075,0.0413593798013182,0.0501800162156403
"122","aa",2014-09-13,1957.10857977131,1777.63319576521,2140.749501702,43200,0.0453034393465581,0.0411489165686392,0.0495543866134722
"123","aa",2014-09-14,3270.22805971549,3060.52574832644,3483.30447055414,45000,0.0726717346603443,0.0680116832961431,0.0774067660123141
"124","aa",2014-09-15,1772.1605890217,1661.91603967117,1884.12499161893,43200,0.0410222358569837,0.0384702786960919,0.0436140044356233
"125","aa",2014-09-16,1641.74363950954,1528.68568588811,1756.7579552098,39600,0.0414581727148873,0.0386031738860634,0.0443625746265102
"126","aa",2015-01-24,2547.94270424243,2343.45678095897,2756.56692666651,41400,0.06154450976431,0.0566052362550475,0.0665837421900123
"127","aa",2015-02-16,2583.2222095482,2429.90334326409,2738.82110508299,45000,0.05740493798996,0.0539978520725354,0.0608626912240665
"128","aa",2015-02-17,2143.11388337472,1919.33620902155,2372.83028102587,37800,0.0566961344808128,0.0507760901857552,0.0627732878578272
"129","aa",2015-03-15,2433.06821394753,2157.23995850763,2716.86823959385,45000,0.0540681825321674,0.0479386657446141,0.0603748497687522
"130","aa",2015-03-16,2601.9847003806,2467.82813746598,2737.87043801286,45000,0.05782188223068,0.0548406252770217,0.0608415652891746
"131","aa",2015-03-17,2020.46134804267,1772.05860653394,2276.67587456072,37800,0.0534513584138271,0.0468798573157126,0.0602295204910245
"132","aa",2015-04-14,2511.62450740145,2306.62035424393,2720.84992531568,45000,0.0558138779422544,0.0512582300943095,0.0604633316736817
"133","aa",2015-04-16,2951.34150382222,2557.66593715154,3358.4998055204,46800,0.063062852645774,0.0546509815630672,0.0717628163572734
"134","aa",2015-04-17,3299.50944756627,2981.91399924889,3624.85348301058,46800,0.0705023386232109,0.0637161110950617,0.0774541342523628
"135","aa",2015-04-18,3054.85104268059,2677.37787335796,3444.25766300721,46800,0.0652745949290725,0.0572089289179052,0.0735952492095557
"136","aa",2015-04-19,3349.50987302035,3032.54654720274,3674.07170153542,46800,0.0715707237824862,0.0647980031453577,0.0785058055883636
"137","aa",2015-04-20,2765.53139148907,2150.77967884182,3416.67580143093,45000,0.0614562531442015,0.0477951039742627,0.0759261289206873
"138","aa",2015-05-10,2961.89721752615,2719.40068086204,3209.40271232022,46800,0.0632884020838921,0.0581068521551718,0.0685769810324834
"139","aa",2015-05-11,2408.38814593092,2197.49601319224,2623.9478310117,46800,0.0514612851694641,0.0469550430169283,0.0560672613464039
"140","aa",2015-06-17,1713.52219489113,1542.59575591574,1888.7753151659,39600,0.0432707624972507,0.0389544382807004,0.0476963463425732
"141","aa",2015-06-19,921.114434279133,606.117042004182,1266.69585241651,46800,0.0196819323563917,0.0129512188462432,0.0270661506926604
"142","aa",2015-06-20,1380.65659891307,1323.88941923639,1438.00552813424,46800,0.0295012093784843,0.028288235453769,0.0307266138490221
"143","aa",2015-06-21,2610.32497938666,2419.58791370411,2804.56865823132,46800,0.0557761747732193,0.051700596446669,0.0599266807314384
"144","aa",2015-06-22,2152.0322097611,2038.52846809234,2267.0330155333,46800,0.0459835942256645,0.0435583006002636,0.0484408764002843
"145","aa",2015-07-07,2862.03140349067,2508.97966817939,3226.22490679644,46800,0.061154517168604,0.0536106766704999,0.0689364296324026
"146","aa",2015-07-08,2368.18890625831,2248.19926295353,2489.69797341586,46800,0.0506023270568014,0.0480384457896054,0.053198674645638
"147","aa",2015-07-09,3293.76672985563,3045.59884857273,3546.64239169054,46800,0.0703796309798212,0.0650768984737763,0.0757829570874047
"148","aa",2015-07-16,2774.56896895914,2571.14532003719,2981.74539430638,46800,0.0592856617298961,0.0549390025648972,0.0637125084253499
"149","aa",2015-07-17,3168.82425651601,3001.41940983592,3338.44075918124,46800,0.0677099200110259,0.0641328933725624,0.0713342042560093
"150","aa",2015-07-18,2708.5902866331,2479.93434751907,2942.12015392197,43200,0.0626988492276181,0.0574058876740525,0.0681046331926382
"151","aa",2015-07-19,3516.70471511939,3249.90977656092,3788.59656855828,46800,0.0751432631435767,0.069442516593182,0.0809529181315872
"152","aa",2015-08-05,2415.82016148154,2296.25836202853,2536.86032304595,46800,0.0516200889205457,0.0490653496159941,0.0542064171591015
"153","aa",2015-08-13,2094.11562965823,1851.09031551182,2344.33772699625,46800,0.0447460604627828,0.0395532118699106,0.0500926864742788
"154","aa",2015-09-05,1821.54482765039,1417.14813969894,2249.84780403307,37800,0.0481890166045077,0.037490691526427,0.059519783175478
"155","aa",2015-09-06,2644.54660765931,2465.37346865902,2826.76904511798,45000,0.0587677023924292,0.0547860770813116,0.0628170898915107
"156","aa",2016-01-06,2778.55695370722,2504.65360292979,3059.30938319302,43200,0.0643184480024819,0.0579780926604118,0.0708173468331717
"157","aa",2016-01-08,3081.40549241987,2958.49291361293,3205.53965035985,45000,0.0684756776093303,0.0657442869691763,0.0712342144524411
"158","aa",2016-01-09,2529.85676459152,2287.45672042548,2778.14293994984,43200,0.0585614991803592,0.0529503870468861,0.0643088643506907
"159","aa",2016-03-17,1471.49308807,1366.98982333601,1577.8624735115,37800,0.0389283885732804,0.0361637519401062,0.0417423934791403
"160","aa",2016-03-18,2338.28340691187,2096.13855836668,2586.79961810326,43200,0.0541269307155525,0.0485217258881177,0.0598796207894274
"161","aa",2016-03-19,2246.20627282609,2091.72743560128,2403.35460191292,45000,0.0499156949516908,0.0464828319022507,0.0534078800425093
"162","aa",2016-03-20,2238.34240859805,2164.95092553945,2312.33228948338,46800,0.0478278292435481,0.0462596351610993,0.0494088096043457
"163","aa",2016-06-10,3742.85276380412,3517.97298762609,3971.11866637113,48600,0.0770134313539943,0.0723862754655574,0.0817102606249203
"164","aa",2016-07-02,2751.15340422502,2569.32857097245,2935.99525849685,46800,0.0587853291501072,0.054900183140437,0.0627349414208729
"165","aa",2016-07-05,1535.99305921765,1402.92984471641,1671.96894331033,46800,0.0328203645131977,0.0299771334341113,0.0357258321220157
"166","aa",2016-07-06,1623.1980701524,1463.4943125518,1786.88737785303,46800,0.0346837194477009,0.0312712459946965,0.038181354227629
"167","aa",2016-07-07,1993.89709830004,1676.68821922018,2324.18953214096,46800,0.0426046388525649,0.0358266713508586,0.0496621694901915
"168","aa",2016-07-24,1860.43403405243,1699.02564073706,2025.38093622956,46800,0.0397528639754793,0.0363039666824158,0.0432773704322555
"169","aa",2016-12-03,2032.75470513667,1922.11382061841,2144.90229538078,41400,0.049100355196538,0.0464278700632467,0.0518092341879416
"170","aa",2017-01-22,1718.76113976778,1593.35317223709,1846.47125280932,43200,0.0397861374946245,0.0368831752832659,0.042742390111327
"171","aa",2017-01-24,1623.58640485768,1498.76719547333,1750.8228145342,41400,0.0392170629192676,0.0362021061708533,0.042290406148169
"172","aa",2017-03-12,1567.86636952606,1464.54068448545,1672.90155644032,46800,0.0335014181522661,0.0312936043693472,0.0357457597529983
"173","aa",2017-05-17,2040.7139224352,1898.60123044752,2185.31397354702,45000,0.0453491982763377,0.0421911384543893,0.0485625327454894
"174","aa",2017-05-18,2292.24313178358,2113.35440329752,2474.64979779365,48600,0.0471654965387568,0.0434846585040642,0.050918720119211
"175","aa",2017-05-19,1788.22405081633,1653.36455409369,1925.6443056866,46800,0.0382099156157334,0.0353283024378993,0.0411462458480042
"176","aa",2017-06-12,1889.44310764951,1778.99427930302,2001.50921238659,39600,0.047713209789129,0.0449240979621976,0.0505431619289543
"177","aa",2017-06-13,1480.92320141088,1350.51776872485,1614.23146932515,46800,0.0316436581498052,0.0288572172804455,0.0344921254129306
"178","aa",2017-06-14,1377.49347688554,1276.54956229596,1480.29866928314,39600,0.0347851888102408,0.0322361000579787,0.037381279527352
"179","aa",2017-07-20,3154.81084428567,2975.415202356,3336.76061335009,48600,0.0649138033803636,0.0612225350279013,0.0686576257890966
"180","aa",2017-07-21,2615.65674587247,2382.17102487766,2854.41321948417,46800,0.0558901014075314,0.0509010902751637,0.0609917354590635
"181","aa",2017-07-22,3088.4417007928,2960.71027740964,3217.4899024672,46800,0.0659923440340343,0.0632630401155906,0.0687497842407521
"182","aa",2017-08-03,2457.0396921201,2347.99086660128,2567.29593335157,48600,0.0505563722658457,0.0483125692716313,0.0528250192047648
"183","aa",2017-08-04,1843.41805141596,1725.72474525511,1962.99662391314,46800,0.039389274602905,0.036874460368699,0.0419443723058364
"184","aa",2017-08-05,2289.29854803905,2085.8136227895,2497.35689845066,43200,0.0529930219453484,0.0482827227497569,0.0578091874641357
"185","aa",2017-08-08,3554.20996397751,3337.37081688087,3774.36543593213,46800,0.0759446573499468,0.0713113422410442,0.0806488341011139
"186","aa",2017-08-09,2688.73122368915,2549.5367911166,2829.727190627,46800,0.0574515218736997,0.0544772818614659,0.0604642562099786
"187","aa",2017-08-10,2801.92851117351,2623.68302499038,2983.01874071292,45000,0.0622650780260781,0.0583040672220085,0.066289305349176
"188","aa",2017-08-11,2735.59760383425,2539.20220198722,2935.53911263643,45000,0.0607910578629833,0.056426715599716,0.0652342025030319
"189","aa",2017-08-12,2680.6252149522,2562.01145917247,2800.54828706015,46800,0.0572783165588077,0.0547438345977024,0.0598407753645332
"190","aa",2017-08-15,2809.6652463777,2572.6710818295,3051.70682135404,45000,0.0624370054750599,0.0571704684850999,0.067815707141201
"191","aa",2017-08-17,2968.09089611216,2859.24988874706,3077.92547006464,45000,0.0659575754691591,0.0635388864166014,0.0683983437792141
"192","aa",2017-08-18,2647.68966057295,2513.5473910909,2783.53045353746,46800,0.056574565396858,0.0537082775874124,0.0594771464431082
"193","aa",2017-08-20,2021.07281749534,1898.72771016201,2145.27425285312,43200,0.0467840929975774,0.0439520303278242,0.0496591262234518
"194","aa",2017-08-21,2361.0136008492,2233.8421288066,2489.89860139655,45000,0.0524669689077599,0.0496409361957022,0.0553310800310345
"195","aa",2017-08-22,2784.03643711766,2586.78774718079,2984.7988631072,43200,0.0644452878962421,0.0598793459995553,0.0690925662756297
"196","aa",2017-08-23,2694.8405819913,2507.12434205041,2885.84327937221,45000,0.0598853462664733,0.055713874267787,0.0641298506527157
"197","aa",2017-08-24,2528.93592586226,2382.59783465569,2677.39480428852,41400,0.0610854088372527,0.0575506723346785,0.0646713720842638
"198","aa",2017-09-04,2533.67299559702,2391.71073500905,2677.62630047229,43200,0.0586498378610422,0.0553636744215058,0.0619820902887104
"199","aa",2017-09-05,2857.90147317825,2679.55556782677,3039.03853771267,45000,0.0635089216261833,0.0595456792850393,0.0675341897269481
"200","aa",2017-09-08,3682.88910265047,3417.41791269452,3953.17340781585,45000,0.0818419800588994,0.0759426202821004,0.0878482979514633
"201","aa",2017-10-10,2288.41932803307,2159.60503908059,2419.04876151313,45000,0.0508537628451794,0.0479912230906798,0.0537566391447362
"202","aa",2017-10-11,2854.08557042389,2689.51397291681,3021.03366257831,45000,0.0634241237871976,0.0597669771759292,0.067134081390629
"203","aa",2017-12-20,1843.20257333081,1723.93570610521,1964.40618361966,43200,0.0426667262345094,0.0399059191228058,0.0454723653615661
"204","aa",2018-02-02,2315.82167627222,2180.03401031964,2453.60384365213,45000,0.0514627039171604,0.0484452002293254,0.0545245298589361
"205","aa",2018-02-03,2268.40127265843,2149.292340744,2389.07410097657,45000,0.0504089171701874,0.0477620520165334,0.053090535577257
"206","aa",2018-02-04,2110.95049749336,1945.67600783566,2279.48598742287,41400,0.0509891424515305,0.046997005020185,0.0550600480053833
"207","aa",2018-02-05,1452.32082088623,1344.1796148451,1562.48886360315,45000,0.0322737960196941,0.0298706581076689,0.0347219747467366
"208","aa",2018-02-06,2275.11504249281,2166.33258473281,2385.19637079508,45000,0.0505581120553958,0.0481407241051736,0.0530043637954462
